hospital_name,node_name,latitude,longitude
RS Bhakti Dharma Husada,17,-7.298495369033317,112.66837587481196
RS Bhakti Dharma Husada,18,-7.300381073290231,112.66553168819594
RS Bhakti Dharma Husada,19,-7.299962995040292,112.66181049038961
RS Bhakti Dharma Husada,20,-7.29912333867766,112.6614533414644
RS Bhakti Dharma Husada,21,-7.296866600009457,112.65743792869917
RS Bhakti Dharma Husada,22,-7.296630097410529,112.65173255525264
RS Bhakti Dharma Husada,23,-7.295399632535234,112.65138755623899
RS Bhakti Dharma Husada,24,-7.295043045775646,112.64911411825847
RS Bhakti Dharma Husada,25,-7.274684490835846,112.64506411867826
RS Bhakti Dharma Husada,26,-7.274975608453503,112.64338882773046
RS Bhakti Dharma Husada,27,-7.274804840848616,112.63992044237055
RS Bhakti Dharma Husada,28,-7.274106702031196,112.63993563237932
RS Bhakti Dharma Husada,29,-7.273584352830449,112.63854827820496
RS Bhakti Dharma Husada,30,-7.269417785448771,112.63920633086286
RS Bhakti Dharma Husada,31,-7.266796795330911,112.6405976366152
RS Bhakti Dharma Husada,32,-7.26532146398357,112.63804458186236
RS Bhakti Dharma Husada,33,-7.264509133732679,112.63809275270474
RS Bhakti Dharma Husada,34,-7.263708748079576,112.63746653172764
RS Bhakti Dharma Husada,35,-7.26283071143978,112.63738223275057
RS Bhakti Dharma Husada,36,-7.262311056299873,112.63749663850517
RS Bhakti Dharma Husada,37,-7.2615226128437484,112.63430532005374
RS Bhakti Dharma Husada,38,-7.2609491985730905,112.63408855125553
RS Bhakti Dharma Husada,39,-7.260572951059922,112.63456354223968
RS Bhakti Dharma Husada,RS Bhakti Dharma Husada,-7.255249370318876,112.63494289843585
RS Mitra Keluarga Darmo,Klinik Unesa,-7.3112852394190355,112.72943040972358
RS Mitra Keluarga Darmo,1,-7.310060358722841,112.72986250241208
RS Mitra Keluarga Darmo,2,-7.307608726854946,112.72402568158296
RS Mitra Keluarga Darmo,3,-7.30876150312453,112.72208756265871
RS Mitra Keluarga Darmo,4,-7.309037281184761,112.71969856744882
RS Mitra Keluarga Darmo,5,-7.307213770514296,112.7148932434619
RS Mitra Keluarga Darmo,6,-7.306826802910874,112.71503766048501
RS Mitra Keluarga Darmo,7,-7.3058734681529245,112.71383222262475
RS Mitra Keluarga Darmo,8,-7.305784898154445,112.70801072941825
RS Mitra Keluarga Darmo,9,-7.3045136200612335,112.7080436399294
RS Mitra Keluarga Darmo,10,-7.301698076141181,112.70708370863157
RS Mitra Keluarga Darmo,11,-7.301332074219214,112.70731082887015
RS Mitra Keluarga Darmo,12,-7.28838538341577,112.70706931529325
RS Mitra Keluarga Darmo,13,-7.288071341435355,112.7069875860777
RS Mitra Keluarga Darmo,14,-7.28585014145491,112.70504452186495
RS Mitra Keluarga Darmo,15,-7.2836377372973935,112.70686297876375
RS Mitra Keluarga Darmo,16,-7.275795705729787,112.70814146755302
RS Mitra Keluarga Darmo,17,-7.274910639038108,112.70397176549805
RS Mitra Keluarga Darmo,18,-7.2745233300853585,112.6998461315421
RS Mitra Keluarga Darmo,19,-7.2738821093551795,112.69855328467008
RS Mitra Keluarga Darmo,20,-7.271828120242455,112.69859295506933
RS Mitra Keluarga Darmo,21,-7.269191588219938,112.6962312280532
RS Mitra Keluarga Darmo,22,-7.268904237817997,112.69344709514124
RS Mitra Keluarga Darmo,23,-7.268826441781304,112.69343011543138
RS Mitra Keluarga Darmo,24,-7.264752648988854,112.69377184094645
RS Mitra Keluarga Darmo,25,-7.264530333220179,112.69196489767486
RS Mitra Keluarga Darmo,26,-7.266257237604561,112.69183282560071
RS Mitra Keluarga Darmo,RS Mitra Keluarga Darmo,-7.266218807101589,112.69137567434895
RS Muji Rahayu,Klinik Unesa,-7.3112852394190355,112.72943040972358
RS Muji Rahayu,1,-7.310075639005821,112.72986853000302
RS Muji Rahayu,2,-7.309683649053946,112.7307225793211
RS Muji Rahayu,3,-7.309998940536553,112.73257771854578
RS Muji Rahayu,4,-7.3080305411274615,112.73296426729907
RS Muji Rahayu,5,-7.30819150198407,112.73396614117722
RS Muji Rahayu,6,-7.30699579014925,112.73496658860684
RS Muji Rahayu,7,-7.305395480696669,112.73617313911345
RS Muji Rahayu,8,-7.298378887634064,112.73774271428401
RS Muji Rahayu,9,-7.297103418432883,112.73910239436776
RS Muji Rahayu,10,-7.295937043590387,112.73893549286127
RS Muji Rahayu,11,-7.284482612066253,112.73326823855044
RS Muji Rahayu,12,-7.280788565314566,112.73140819771987
RS Muji Rahayu,13,-7.274966798011002,112.72659812706063
RS Muji Rahayu,14,-7.2747490467916895,112.72606428807855
RS Muji Rahayu,15,-7.273837806380136,112.72503720403537
RS Muji Rahayu,16,-7.272046960430397,112.7236911497702
RS Muji Rahayu,17,-7.2705661848832825,112.72186026078475
RS Muji Rahayu,18,-7.270294076027061,112.71993368074753
RS Muji Rahayu,19,-7.2682269827166675,112.7136593735663
RS Muji Rahayu,20,-7.266932599352387,112.70801506760543
RS Muji Rahayu,21,-7.266119845113534,112.70702883136711
RS Muji Rahayu,22,-7.267306461777536,112.7024953536514
RS Muji Rahayu,23,-7.2664184531810685,112.70091737567007
RS Muji Rahayu,24,-7.264561210726799,112.6970355281194
RS Muji Rahayu,25,-7.2618516099441415,112.69363955334337
RS Muji Rahayu,26,-7.261001409104566,112.69292682799208
RS Muji Rahayu,27,-7.260105416515036,112.68934983157187
RS Muji Rahayu,28,-7.257809649410535,112.67176525979055
RS Muji Rahayu,RS Muji Rahayu,-7.257173833882126,112.67096477053062
